benchmark,model,par_type,run,input_tokens,output_tokens,cached_tokens,api_time,total_time,code_additions,code_deletions,non_whitelisted_dependencies,validation_status,validation_err_string,benchmark_success,benchmark_times,benchmark_median_time,source_batch,source_path,total_tokens,benchmark_wall_times,benchmark_config_sha256,timing_fixed,timing_fix_issue_categories,original_source_commit,corrected_source_commit,original_source_digest,corrected_source_digest,original_source_url,corrected_source_url,source_correction_amendment_sha256,overall_score
matmul,gpt-5-mini,cuda,5,106400.0,8400.0,93100.0,61.769,67.53,88,13,"",5,"",true,2503.0;2454.0;2491.0;2457.0;2494.0,2491.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5-mini_cuda_r5,114800.0,4.928692488931119;4.879142916761339;4.878462811000645;4.828293272294104;4.878601169213653,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,6
matmul,gpt-5-mini,hybrid,1,86600.0,7800.0,77100.0,119.838,124.85,181,69,"",2,Error during validation run: exit code 139. See validation_out_*.log.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5-mini_hybrid_r1,94400.0,,,false,,,,,,,,,2
matmul,gpt-5-mini,hybrid,2,61800.0,9000.0,52500.0,136.663,141.31,194,83,"",1,Error during validation build: Configure failed for /home/petert/llm_para_local_evaluation/20260819-003427/validation/matmul_gpt-5-mini_hybrid_r2/source/matmul. See /home/petert/llm_para_local_evaluation/20260819-003427/validation/matmul_gpt-5-mini_hybrid_r2/cmake_*.log and build_*.log.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5-mini_hybrid_r2,70800.0,,,false,,,,,,,,,1
matmul,gpt-5-mini,hybrid,3,168700.0,10400.0,149100.0,73.908,79.52,185,80,"",1,Error during validation build: Build failed for /home/petert/llm_para_local_evaluation/20260819-003427/validation/matmul_gpt-5-mini_hybrid_r3/source/matmul. See /home/petert/llm_para_local_evaluation/20260819-003427/validation/matmul_gpt-5-mini_hybrid_r3/cmake_*.log and build_*.log.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5-mini_hybrid_r3,179100.0,,,false,,,,,,,,,1
matmul,gpt-5-mini,hybrid,4,94400.0,9100.0,80300.0,62.795,67.54,212,93,"",5,"",true,476.0;483.0;484.0;478.0;492.0,483.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5-mini_hybrid_r4,103500.0,6.180069638416171;6.030335521325469;6.080095787532628;6.079946742393076;6.030879020690918,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
matmul,gpt-5-mini,hybrid,5,520799.99999999994,21100.0,465400.0,148.525,164.58,259,101,"",5,"",true,1695.0;1692.0;1746.0;1702.0;1696.0,1696.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5-mini_hybrid_r5,541900.0,8.987259771674871;8.987411030568182;9.037260262295604;8.937195308506489;9.036524861119688,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5-mini,mpi,1,62400.0,7400.0,50400.0,51.0,56.29,134,55,"",5,"",true,25582.0;25639.0;26090.0;25554.0;25556.0,25582.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5-mini_mpi_r1,69800.0,40.319429439492524;40.25625583808869;40.96041367948055;40.46708728559315;40.30421190522611,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,6
matmul,gpt-5-mini,mpi,2,61700.0,6800.0,48800.0,46.0,50.69,134,66,"",5,"",true,25979.0;26482.0;26532.0;26459.0;27023.0,26482.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5-mini_mpi_r2,68500.0,40.70865784306079;41.312157686799765;41.10473532602191;41.314103627577424;41.820022366940975,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,6
matmul,gpt-5-mini,mpi,3,51500.0,6000.0,41600.0,89.062,93.95,122,61,"",5,"",true,25681.0;25829.0;25877.0;25671.0;25884.0,25829.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5-mini_mpi_r3,57500.0,39.36351374723017;38.960402925498784;38.95309024024755;39.16495955456048;39.517038721591234,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,6
matmul,gpt-5-mini,mpi,4,120000.0,9000.0,111000.0,146.648,157.04,117,56,"",5,"",true,26079.0;25733.0;25663.0;25943.0;25626.0,25733.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5-mini_mpi_r4,129000.0,39.665569010190666;38.90147785935551;39.06621801201254;39.41955725569278;39.20633236784488,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,6
matmul,gpt-5-mini,mpi,5,176500.0,7700.0,160600.0,72.861,87.01,149,73,"",5,"",true,6122.402;6167.214;6150.334;6169.016;6136.108,6150.334,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5-mini_mpi_r5,184200.0,19.681708499789238;19.834686378017068;19.387698773294687;19.54244674090296;19.734308457933366,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5-mini,omp,1,163700.0,6300.0,137900.0,144.718,153.12,23,4,"",5,"",true,9134.0;8729.0;8981.0;9569.0;9088.0,9088.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5-mini_omp_r1,170000.0,12.054557133466005;11.651770337484777;11.903230925090611;12.50976578425616;12.004270850680768,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5-mini,omp,2,58800.0,4800.0,50000.0,35.0,40.29,7,2,"",5,"",false,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5-mini_omp_r2,63600.0,"",20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,5
matmul,gpt-5-mini,omp,3,159400.0,4300.0,146900.0,94.911,100.25,18,7,"",5,"",true,6464.0;6453.0;8079.0;6461.0;6440.0,6461.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5-mini_omp_r3,163700.0,9.36874479521066;9.416763126850128;11.030154060572386;9.417346877977252;9.36572649050504,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5-mini,omp,4,32299.999999999996,3800.0,28900.0,59.0,63.51,8,1,"",1,Error during validation build: Configure failed for /home/petert/llm_para_local_evaluation/20260819-003427/validation/matmul_gpt-5-mini_omp_r4/source/matmul. See /home/petert/llm_para_local_evaluation/20260819-003427/validation/matmul_gpt-5-mini_omp_r4/cmake_*.log and build_*.log.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5-mini_omp_r4,36100.0,,,false,,,,,,,,,1
matmul,gpt-5-mini,omp,5,34600.0,5500.0,28300.0,83.197,87.71,28,8,"",5,"",true,3608.0;3614.0;3610.0;3623.0;3583.0,3610.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5-mini_omp_r5,40100.0,6.640080128796399;6.633628969080746;6.6348776295781136;6.689870736561716;6.632793231867254,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
matmul,gpt-5.2-codex,cuda,1,288700.0,13600.0,272900.0,208.535,226.93,0,0,"",5,"",true,2464.0;2460.0;2462.0;2493.0;2498.0,2464.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_cuda_r1,302300.0,4.928188271820545;4.878127008676529;4.878804787993431;4.928492828272283;4.928610623814166,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,6
matmul,gpt-5.2-codex,cuda,2,353300.0,15800.0,282400.0,249.33,260.26,107,21,"",5,"",true,1785.458;1770.989;1758.519;1761.73;1750.396,1761.73,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_cuda_r2,369100.0,4.878686853684485;4.878555605188012;4.87821333669126;4.878406120464206;4.828322216868401,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
matmul,gpt-5.2-codex,cuda,3,258800.0,10700.0,214300.0,166.273,182.51,77,11,"",5,"",true,2562.0;2530.0;2557.0;2541.0;2530.0,2541.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_cuda_r3,269500.0,4.979203541763127;4.928273743018508;4.927968429401517;4.928499905392528;4.928695432841778,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,6
matmul,gpt-5.2-codex,cuda,4,507300.0,12400.0,443500.0,194.0,295.16,98,10,"",5,"",true,2464.0;2499.0;2463.0;2473.0;2446.0,2464.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_cuda_r4,519700.0,4.877964627929032;4.878080061636865;4.877932203933597;4.878118502907455;4.8284415528178215,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,6
matmul,gpt-5.2-codex,cuda,5,250200.0,17600.0,174500.0,346.0,420.49,163,21,"",5,"",true,1789.0;1783.0;1776.0;1791.0;1779.0,1783.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_cuda_r5,267800.0,4.879742975346744;4.829875058494508;4.879581366665661;4.878251292742789;4.828385589644313,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
matmul,gpt-5.2-codex,hybrid,1,760100.0,23300.0,699800.0,380.041,391.58,359,158,"",1,Error during validation build: Build failed for /home/petert/llm_para_local_evaluation/20260819-003427/validation/matmul_gpt-5.2-codex_hybrid_r1/source/matmul. See /home/petert/llm_para_local_evaluation/20260819-003427/validation/matmul_gpt-5.2-codex_hybrid_r1/cmake_*.log and build_*.log.,,,,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_hybrid_r1,783400.0,,,false,,,,,,,,,1
matmul,gpt-5.2-codex,hybrid,2,405200.0,21000.0,316700.0,324.015,344.49,14,4,"",5,"",true,527.0;539.0;541.0;545.0;534.0,539.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_hybrid_r2,426200.0,5.529770606197417;5.529538600705564;5.580292634665966;5.52996632643044;5.529983296059072,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
matmul,gpt-5.2-codex,hybrid,3,450900.0,26600.0,372700.0,406.531,434.59,17,5,"",5,"",true,835.446;832.011;834.325;831.453;825.504,832.011,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_hybrid_r3,477500.0,7.534599834121764;7.534900645725429;7.586276932619512;7.482977545820177;7.483512509614229,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
matmul,gpt-5.2-codex,hybrid,4,375500.0,19500.0,313200.0,304.0,392.47,257,79,"",5,"",true,532.0;532.0;535.0;538.0;537.0,535.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_hybrid_r4,395000.0,6.18237391859293;6.181152621284127;6.181885885074735;6.180903242900968;6.1817451529204845,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
matmul,gpt-5.2-codex,hybrid,5,236700.0,32500.0,207400.0,507.0,613.75,0,0,"",5,"",true,1307.231;1288.761;1288.949;1293.44;1301.202,1293.44,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_hybrid_r5,269200.0,6.733000919222832;6.682668996974826;6.732767396606505;6.733445414341986;6.732048828154802,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5.2-codex,mpi,1,200500.0,13600.0,164900.0,198.314,214.3,148,67,"",5,"",true,6166.742;6165.928;6174.466;6141.734;6153.437,6165.928,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_mpi_r1,214100.0,19.186623517423868;19.391267951577902;19.435160784982145;19.28284964337945;19.377786329947412,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5.2-codex,mpi,2,286800.0,15400.0,218900.0,231.745,245.61,150,57,"",5,"",true,708.491;658.546;741.501;735.724;700.378,708.491,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_mpi_r2,302200.0,13.749478353187442;13.902310341596603;13.801657512784004;13.75191179011017;13.650754183530807,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,true,missing_rank_aggregation;rank_local_timing,e8d10c43d7fcdca42862537b0eb7d0d5fab6da66,e897bbe48e877ecbd8873ee1c666b6f394c0344b,28b0942d503b81c09b5a9568915592f8ce09749806500fdd86bc0c2bb50fa68a,ebb492c2f7b341bdd8975b0557ba3ae41b177568d121e075cdff1374d2176bd1,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/matmul_gpt-5.2-codex_mpi_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/matmul_gpt-5.2-codex_mpi_r2,979ebae4ea2b8feedb86dfb56cab0466777c56421d5e169d11b5a6bc5fb1ca29,9
matmul,gpt-5.2-codex,mpi,3,376500.0,14200.0,333800.0,225.539,237.36,129,42,"",5,"",true,6178.0;6235.0;6188.0;6038.0;6170.0,6178.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_mpi_r3,390700.0,19.54127287864685;19.585917009040713;19.385701972059906;19.78804275020957;19.436279757879674,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5.2-codex,mpi,4,240700.0,9700.0,183000.0,169.0,242.92,156,72,"",5,"",true,6168.0;6165.0;6202.0;6131.0;6163.0,6165.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_mpi_r4,250400.0,19.91461737267673;20.219170697964728;19.809699120931327;19.887195521965623;19.696506542153656,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5.2-codex,mpi,5,334500.0,12600.0,294400.0,199.0,293.07,140,52,"",5,"",true,6131.0;6142.0;6146.0;6145.0;6137.0,6142.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_mpi_r5,347100.0,20.889930623583496;20.67691209167242;21.03746278118342;20.592388475313783;20.598294126801193,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5.2-codex,omp,1,148900.0,6300.0,124400.0,106.499,115.29,22,4,"",5,"",true,8742.0;9446.0;9027.0;8295.0;8793.0,8793.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_omp_r1,155200.0,12.580840389244258;13.334932336583734;12.880732343532145;12.174904579296708;12.629096826538444,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5.2-codex,omp,2,238500.0,7000.0,211300.0,123.031,135.95,25,10,"",5,"",true,9394.0;9629.0;9728.0;9660.0;8950.0,9629.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_omp_r2,245500.0,12.327546463347971;12.577854816801846;12.677757397294044;12.628313758410513;11.872396172955632,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5.2-codex,omp,3,219800.0,9700.0,174600.0,171.313,185.52,0,0,"",5,"",true,7870.0;8074.0;8081.0;8080.0;8078.0,8078.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_omp_r3,229500.0,11.751175326295197;11.953644734807312;11.95414388552308;11.95457380451262;12.004557979293168,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5.2-codex,omp,4,280500.0,7100.0,234600.0,130.0,178.86,47,10,"",5,"",true,2529.0;2454.0;2453.0;2441.0;2452.0,2453.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_omp_r4,287600.0,6.683779573068023;6.584473792463541;6.583754612132907;6.583842813037336;6.634071561507881,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
matmul,gpt-5.2-codex,omp,5,188000.0,6000.0,157800.0,125.0,167.73,41,8,"",5,"",true,6261.0;6283.0;6263.0;6269.0;6288.0,6269.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2-codex_omp_r5,194000.0,9.43839074485004;9.489116912707686;9.49045685492456;9.489668443799019;9.48973158467561,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5.2,cuda,1,626100.0,11600.0,585100.0,248.936,307.93,130,33,"",5,"",true,1778.796;1769.511;1776.072;1784.526;1796.173,1778.796,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_cuda_r1,637700.0,4.879030026495457;4.8779009990394115;4.978173763491213;4.978335535153747;4.928334133699536,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
matmul,gpt-5.2,cuda,2,420600.0,13400.0,377200.0,275.741,289.51,187,39,"",5,"",true,1762.338;1779.576;1752.408;1752.378;1752.366,1752.408,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_cuda_r2,434000.0,7.133072636090219;7.133407974615693;7.132354233413935;7.133425546810031;7.132634430192411,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
matmul,gpt-5.2,cuda,3,354000.0,10100.0,280300.0,182.036,201.01,136,13,"",5,"",true,1762.148;1771.25;1799.056;1775.859;1781.513,1775.859,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_cuda_r3,364100.0,4.928615529090166;4.928392154164612;4.928391278721392;4.928712489083409;4.9283734653145075,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
matmul,gpt-5.2,cuda,4,274500.0,9500.0,203000.0,166.0,289.57,15,5,"",5,"",true,1769.0;1777.0;1787.0;1770.0;1779.0,1777.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_cuda_r4,284000.0,4.928598039783537;4.9285240126773715;4.9288354851305485;4.9282345324754715;4.929007229395211,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
matmul,gpt-5.2,cuda,5,485900.0,16600.0,408600.0,322.0,526.84,145,45,cublas,5,"",true,2064.021;2068.94;2069.225;2074.356;2074.211,2069.225,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_cuda_r5,502500.0,5.380046443082392;5.379781580530107;5.379676293581724;5.379964618943632;5.3800766216591,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
matmul,gpt-5.2,hybrid,1,274300.0,10900.0,235300.0,180.414,218.22,7,0,"",5,"",true,524.097;530.718;530.782;533.728;542.119,530.782,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_hybrid_r1,285200.0,5.830436710268259;5.930489763617516;5.779246066696942;5.8301295302808285;5.830161395482719,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
matmul,gpt-5.2,hybrid,2,525000.0,14800.0,476700.0,241.331,269.66,286,90,"",5,"",true,471.001;478.515;471.98;478.677;471.717,471.98,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_hybrid_r2,539800.0,8.285714082419872;8.135856566019356;8.23598369397223;8.285822649486363;8.286860280670226,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
matmul,gpt-5.2,hybrid,3,294400.0,20800.0,276100.0,361.359,390.45,410,120,cublas,5,"",true,872.0;867.0;875.0;882.0;875.0,875.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_hybrid_r3,315200.0,6.181959914974868;6.131232887506485;6.131222643889487;6.081722218543291;6.131216203793883,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
matmul,gpt-5.2,hybrid,4,530000.0,15600.0,481900.0,273.0,421.8,287,86,"",5,"",true,488.0;485.0;493.0;488.0;486.0,488.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_hybrid_r4,545600.0,7.033625847660005;7.233321544714272;7.083748300559819;6.833318868651986;7.283469104208052,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
matmul,gpt-5.2,hybrid,5,285200.0,17800.0,269600.0,290.0,430.14,297,92,"",5,"",true,486.0;477.0;494.0;482.0;488.0,486.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_hybrid_r5,303000.0,6.18150276131928;6.23260735347867;6.282669694162905;6.2821788508445024;6.23131809104234,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,9
matmul,gpt-5.2,mpi,1,393200.0,14700.0,372400.0,247.073,264.46,319,105,"",5,"",true,6188.0;6150.0;6200.0;6206.0;6186.0,6188.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_mpi_r1,407900.0,21.689161987043917;21.539050763472915;21.23630220349878;21.536748171783984;21.588585233315825,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5.2,mpi,2,224300.0,14000.0,182900.0,214.326,233.44,269,77,"",5,"",true,6118.0;6075.0;6055.0;6101.0;6162.0,6101.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_mpi_r2,238300.0,21.669125793501735;21.969086504541337;21.717383053153753;21.46825646609068;21.811220879666507,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5.2,mpi,3,391700.0,12500.0,340600.0,192.419,217.02,252,90,"",5,"",true,6128.0;6150.0;6073.0;6134.0;6125.0,6128.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_mpi_r3,404200.0,19.671213294379413;19.521162673830986;19.26878152228892;19.4720902107656;19.67591996025294,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5.2,mpi,4,406100.0,13000.0,367200.0,219.0,315.79,208,75,"",5,"",true,9919.0;9990.0;9952.0;10100.0;9954.0,9954.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_mpi_r4,419100.0,23.21597528550774;23.01549589820206;23.114378893747926;23.26201631501317;23.16502953041345,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5.2,mpi,5,406600.0,8700.0,368100.0,152.0,253.26,177,66,"",5,"",true,6232.0;6205.0;6239.0;6158.0;6044.0,6205.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_mpi_r5,415300.0,19.364918016828597;19.713916846551;19.358901820145547;19.50984365027398;19.40838825982064,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5.2,omp,1,140100.0,7200.0,126600.0,127.24,138.35,78,14,"",5,"",true,8846.0;7575.0;8270.0;7602.0;8003.0,8003.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_omp_r1,147300.0,12.635653080418706;11.414558842778206;12.120476483367383;11.467263071797788;11.819606212899089,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5.2,omp,2,79300.0,3400.0,68400.0,56.0,65.21,41,9,"",5,"",true,3808.0;3771.0;3797.0;3781.0;3770.0,3781.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_omp_r2,82700.0,6.833605327643454;6.783533298410475;6.834759037941694;6.783461616374552;6.783430830575526,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,8
matmul,gpt-5.2,omp,3,149600.0,5300.0,123900.0,96.613,106.78,48,8,"",5,"",true,7753.0;7230.0;7962.0;6412.0;8998.0,7753.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_omp_r3,154900.0,10.688231630250812;10.177523382008076;10.894963849335909;9.370884408243;11.91001020744443,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5.2,omp,4,196100.0,6300.0,160100.0,127.0,189.31,40,13,"",5,"",true,6413.0;6448.0;6394.0;8133.0;7114.0,6448.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_omp_r4,202400.0,9.321999037638307;9.37017226871103;9.321268202736974;11.094690658152103;10.077179968357086,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5.2,omp,5,160300.0,6700.0,144500.0,112.0,153.89,37,7,"",5,"",true,7657.0;6996.0;6713.0;8789.0;6349.0,6996.0,20260215-162417,/home/petert/llm_para_experiments/20260215-162417/matmul_gpt-5.2_omp_r5,167000.0,10.589202582836151;9.927721668966115;9.62592780124396;11.704459714703262;9.270022920332849,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,7
matmul,gpt-5.6-luna-low,cuda,1,,,,,94.18,54,13,"",5,"",true,2569.0;2563.0;2605.0;2566.0;2596.0,2569.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/matmul_gpt-5.6-luna-low_cuda_r1,24978.0,5.027617140673101;5.028489904478192;5.028608597815037;5.02859708853066;5.028983508236706,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,6
matmul,gpt-5.6-luna-low,cuda,2,,,,,91.91,74,12,"",5,"",true,2599.0;2611.0;2610.0;2615.0;2630.0,2611.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/matmul_gpt-5.6-luna-low_cuda_r2,33964.0,5.028753942809999;5.079266583546996;5.0296312887221575;5.0792982671409845;5.078726430423558,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,6
matmul,gpt-5.6-luna-low,cuda,3,,,,,84.0,59,12,"",5,"",true,2602.0;2600.0;2584.0;2613.0;2603.0,2602.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/matmul_gpt-5.6-luna-low_cuda_r3,25516.0,5.029117628000677;5.028550662100315;5.029379207640886;5.078965394757688;5.02813623752445,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970,false,,,,,,,,,6
