id,benchmark,model,backend,repetition,issue_categories,prior_success,corrected_success,prior_median_time_ms,corrected_median_time_ms,median_time_ratio,corrected_median_wall_seconds,wall_to_reported_time_ratio,corrected_repeat_spread_ratio,corrected_under_200ms,prior_overall_score,corrected_overall_score,score_delta,original_source_url,corrected_source_url
matmul_qwen3.7-plus_hybrid_r3,matmul,qwen3.7-plus,hybrid,3,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,532.0,529.0,0.9943609022556391,6.884605181403458,13.014376524392171,1.0075757575757576,false,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260618-110425/matmul_qwen3.7-plus_hybrid_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260618-110425/matmul_qwen3.7-plus_hybrid_r3
matmul_qwen3.7-plus_mpi_r1,matmul,qwen3.7-plus,mpi,1,missing_rank_aggregation;rank_local_timing,true,true,594.0,625.0,1.0521885521885521,13.449394326657057,21.51903092265129,1.0064412238325282,false,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260618-110425/matmul_qwen3.7-plus_mpi_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260618-110425/matmul_qwen3.7-plus_mpi_r1
nbody_claude-haiku-4.5_hybrid_r2,nbody,claude-haiku-4.5,hybrid,2,missing_rank_aggregation;rank_local_timing,true,true,4610.0,4598.0,0.9973969631236442,8.035223755054176,1.7475475761318346,1.0008705114254624,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-haiku-4.5_hybrid_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-haiku-4.5_hybrid_r2
nbody_claude-haiku-4.5_hybrid_r3,nbody,claude-haiku-4.5,hybrid,3,missing_rank_aggregation;rank_local_timing,true,true,4824.0,4797.0,0.9944029850746269,8.23654947988689,1.7170209464012693,1.0006253908692933,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-haiku-4.5_hybrid_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-haiku-4.5_hybrid_r3
nbody_claude-haiku-4.5_hybrid_r4,nbody,claude-haiku-4.5,hybrid,4,missing_rank_aggregation;rank_local_timing,true,true,9142.0,9223.0,1.0088602056442793,12.64773563016206,1.3713255589463365,1.0005424170101975,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-haiku-4.5_hybrid_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-haiku-4.5_hybrid_r4
nbody_claude-haiku-4.5_mpi_r2,nbody,claude-haiku-4.5,mpi,2,missing_rank_aggregation;rank_local_timing,true,true,11875.0,11943.0,1.0057263157894736,23.068331189453602,1.9315357271584694,1.0003350083752094,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-haiku-4.5_mpi_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-haiku-4.5_mpi_r2
nbody_claude-haiku-4.5_mpi_r3,nbody,claude-haiku-4.5,mpi,3,missing_rank_aggregation;rank_local_timing,true,true,9882.0,9890.0,1.000809552722121,20.91447200253606,2.114708999245304,1.001314724919094,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-haiku-4.5_mpi_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-haiku-4.5_mpi_r3
nbody_claude-haiku-4.5_mpi_r4,nbody,claude-haiku-4.5,mpi,4,missing_rank_aggregation;rank_local_timing,true,true,9829.0,9830.0,1.0001017397497203,20.9108154065907,2.1272447005687387,1.000814332247557,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-haiku-4.5_mpi_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-haiku-4.5_mpi_r4
nbody_claude-opus-4.6_hybrid_r1,nbody,claude-opus-4.6,hybrid,1,missing_start_synchronization;missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,2841.0,2843.0,1.0007039774727209,7.187610286287963,2.528178081705228,1.0007039774727209,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-opus-4.6_hybrid_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-opus-4.6_hybrid_r1
nbody_claude-opus-4.6_hybrid_r2,nbody,claude-opus-4.6,hybrid,2,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true,true,3544.0,3529.0,0.9957674943566591,7.888532048091292,2.235344870527428,1.0002833663927457,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-opus-4.6_hybrid_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-opus-4.6_hybrid_r2
nbody_claude-opus-4.6_hybrid_r3,nbody,claude-opus-4.6,hybrid,3,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,2853.0,2854.0,1.0003505082369435,7.137925988994539,2.501025223894372,1.0007012622720897,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-opus-4.6_hybrid_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-opus-4.6_hybrid_r3
nbody_claude-opus-4.6_hybrid_r4,nbody,claude-opus-4.6,hybrid,4,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,2007.0,2008.0,1.0004982561036373,6.336423397064209,3.1555893411674347,1.0004982561036373,false,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-opus-4.6_hybrid_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-opus-4.6_hybrid_r4
nbody_claude-opus-4.6_hybrid_r5,nbody,claude-opus-4.6,hybrid,5,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true,true,2002.0,2003.0,1.0004995004995005,6.334824946708977,3.1626684706485158,1.000999500249875,false,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-opus-4.6_hybrid_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-opus-4.6_hybrid_r5
nbody_claude-opus-4.6_mpi_r1,nbody,claude-opus-4.6,mpi,1,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true,true,5940.0,5939.0,0.9998316498316498,16.902447106316686,2.8460089419627352,1.0011788480970023,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-opus-4.6_mpi_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-opus-4.6_mpi_r1
nbody_claude-opus-4.6_mpi_r2,nbody,claude-opus-4.6,mpi,2,missing_start_synchronization;missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,9877.0,9889.0,1.001214943808849,20.913899921812117,2.114864993610286,1.0008093889113718,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-opus-4.6_mpi_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-opus-4.6_mpi_r2
nbody_claude-opus-4.6_mpi_r3,nbody,claude-opus-4.6,mpi,3,missing_rank_aggregation;rank_local_timing,true,true,9754.0,9757.0,1.0003075661267173,20.911145818419755,2.143194200924439,1.001128205128205,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-opus-4.6_mpi_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-opus-4.6_mpi_r3
nbody_claude-opus-4.6_mpi_r4,nbody,claude-opus-4.6,mpi,4,missing_rank_aggregation;rank_local_timing,true,true,5814.0,5840.0,1.0044719642242863,16.95615172944963,2.903450638604389,1.0054992266712492,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-opus-4.6_mpi_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-opus-4.6_mpi_r4
nbody_claude-opus-4.6_mpi_r5,nbody,claude-opus-4.6,mpi,5,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true,true,9812.0,9844.0,1.003261312678353,20.963264282792807,2.129547367207721,1.0006098180709422,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-opus-4.6_mpi_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-opus-4.6_mpi_r5
nbody_claude-sonnet-4.5_hybrid_r3,nbody,claude-sonnet-4.5,hybrid,3,missing_start_synchronization;missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,2061.0,2049.0,0.9941775836972343,6.38588825147599,3.1165877264402098,1.007320644216691,false,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-sonnet-4.5_hybrid_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-sonnet-4.5_hybrid_r3
nbody_claude-sonnet-4.5_hybrid_r4,nbody,claude-sonnet-4.5,hybrid,4,missing_rank_aggregation;rank_local_timing,true,true,2070.0,2069.0,0.9995169082125603,6.434976038523018,3.1101865821764227,1.003875968992248,false,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-sonnet-4.5_hybrid_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-sonnet-4.5_hybrid_r4
nbody_claude-sonnet-4.5_hybrid_r5,nbody,claude-sonnet-4.5,hybrid,5,missing_rank_aggregation;rank_local_timing,true,true,2070.0,2060.0,0.9951690821256038,6.385318172164261,3.099669015613719,1.000971817298348,false,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-sonnet-4.5_hybrid_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-sonnet-4.5_hybrid_r5
nbody_claude-sonnet-4.5_mpi_r1,nbody,claude-sonnet-4.5,mpi,1,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true,true,9828.0,9812.0,0.9983719983719984,20.81016176007688,2.1208888870848837,1.0011222199551113,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-sonnet-4.5_mpi_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-sonnet-4.5_mpi_r1
nbody_claude-sonnet-4.5_mpi_r2,nbody,claude-sonnet-4.5,mpi,2,missing_rank_aggregation;rank_local_timing,true,true,9808.0,9825.0,1.0017332789559543,21.011761270463467,2.138601656026816,1.0019350239331908,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-sonnet-4.5_mpi_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-sonnet-4.5_mpi_r2
nbody_claude-sonnet-4.5_mpi_r3,nbody,claude-sonnet-4.5,mpi,3,missing_rank_aggregation;rank_local_timing,true,true,9911.0,9937.0,1.0026233477953788,21.113261555321515,2.1247118401249385,1.0007049345417927,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-sonnet-4.5_mpi_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-sonnet-4.5_mpi_r3
nbody_claude-sonnet-4.5_mpi_r5,nbody,claude-sonnet-4.5,mpi,5,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,9829.0,9827.0,0.9997965205005596,20.861818626523018,2.122908174063602,1.0029546612328069,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_claude-sonnet-4.5_mpi_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_claude-sonnet-4.5_mpi_r5
nbody_deepseek-v4-flash_hybrid_r1,nbody,deepseek-v4-flash,hybrid,1,missing_start_synchronization;missing_stop_synchronization;missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,2000.0,2000.0,1.0,6.284697222523391,3.1423486112616956,1.0005,false,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260616-150949/nbody_deepseek-v4-flash_hybrid_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260616-150949/nbody_deepseek-v4-flash_hybrid_r1
nbody_deepseek-v4-flash_hybrid_r2,nbody,deepseek-v4-flash,hybrid,2,missing_rank_aggregation;rank_local_timing,true,true,2005.0,2000.0,0.9975062344139651,6.336107297800481,3.1680536489002407,1.0015,false,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260616-150949/nbody_deepseek-v4-flash_hybrid_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260616-150949/nbody_deepseek-v4-flash_hybrid_r2
nbody_deepseek-v4-flash_hybrid_r4,nbody,deepseek-v4-flash,hybrid,4,missing_rank_aggregation;rank_local_timing,true,true,1993.0,1989.021,0.9980035122930255,6.335627477616072,3.1852994400843793,1.0013521408561412,false,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260616-150949/nbody_deepseek-v4-flash_hybrid_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260616-150949/nbody_deepseek-v4-flash_hybrid_r4
nbody_deepseek-v4-flash_mpi_r1,nbody,deepseek-v4-flash,mpi,1,missing_rank_aggregation;rank_local_timing,true,true,6003.0,6012.0,1.0014992503748126,16.85467972792685,2.8035062754369346,1.0063470853515952,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260616-150949/nbody_deepseek-v4-flash_mpi_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260616-150949/nbody_deepseek-v4-flash_mpi_r1
nbody_deepseek-v4-flash_mpi_r2,nbody,deepseek-v4-flash,mpi,2,missing_rank_aggregation;rank_local_timing,true,true,9748.0,9791.0,1.0044111612638489,20.91094361525029,2.135731142401214,1.0014319320855067,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260616-150949/nbody_deepseek-v4-flash_mpi_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260616-150949/nbody_deepseek-v4-flash_mpi_r2
nbody_deepseek-v4-flash_mpi_r3,nbody,deepseek-v4-flash,mpi,3,missing_rank_aggregation;rank_local_timing,true,true,5823.0,5834.0,1.0018890606216726,16.903589908964932,2.8974271355784937,1.0084221381918186,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260616-150949/nbody_deepseek-v4-flash_mpi_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260616-150949/nbody_deepseek-v4-flash_mpi_r3
nbody_deepseek-v4-flash_mpi_r5,nbody,deepseek-v4-flash,mpi,5,missing_rank_aggregation;rank_local_timing,true,true,5940.0,5948.0,1.0013468013468014,16.903772433288395,2.841925425905917,1.0010094212651413,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260616-150949/nbody_deepseek-v4-flash_mpi_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260616-150949/nbody_deepseek-v4-flash_mpi_r5
nbody_gemini-3-pro-preview_hybrid_r1,nbody,gemini-3-pro-preview,hybrid,1,missing_rank_aggregation;rank_local_timing,true,true,1996.0,1992.0,0.9979959919839679,6.335473131388426,3.1804583992913784,1.0015060240963856,false,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_gemini-3-pro-preview_hybrid_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_gemini-3-pro-preview_hybrid_r1
nbody_gemini-3-pro-preview_hybrid_r2,nbody,gemini-3-pro-preview,hybrid,2,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,2846.0,2845.0,0.999648629655657,7.188248745165765,2.526625217984452,1.001759943681802,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_gemini-3-pro-preview_hybrid_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_gemini-3-pro-preview_hybrid_r2
nbody_gemini-3-pro-preview_hybrid_r4,nbody,gemini-3-pro-preview,hybrid,4,missing_rank_aggregation;rank_local_timing;missing_start_synchronization,true,true,2065.0,2056.0,0.9956416464891041,6.386788682080805,3.106414728638524,1.002431906614786,false,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_gemini-3-pro-preview_hybrid_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_gemini-3-pro-preview_hybrid_r4
nbody_gemini-3-pro-preview_hybrid_r5,nbody,gemini-3-pro-preview,hybrid,5,missing_start_synchronization;missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,2922.0,2914.0,0.9972621492128679,7.287148165516555,2.5007371878917484,1.0010298661174046,false,8,8,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_gemini-3-pro-preview_hybrid_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_gemini-3-pro-preview_hybrid_r5
nbody_gemini-3-pro-preview_mpi_r1,nbody,gemini-3-pro-preview,mpi,1,missing_rank_aggregation;rank_local_timing,true,true,9811.0,9854.0,1.004382835592702,20.86190019827336,2.117099675083556,1.002132845825716,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_gemini-3-pro-preview_mpi_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_gemini-3-pro-preview_mpi_r1
nbody_gemini-3-pro-preview_mpi_r2,nbody,gemini-3-pro-preview,mpi,2,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,9851.0,9820.0,0.9968531113592529,20.961577239446342,2.1345801669497293,1.0023455027534163,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_gemini-3-pro-preview_mpi_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_gemini-3-pro-preview_mpi_r2
nbody_gemini-3-pro-preview_mpi_r3,nbody,gemini-3-pro-preview,mpi,3,missing_rank_aggregation;rank_local_timing,true,true,9834.0,9833.0,0.9998983119788489,20.960436534136534,2.1316420760842605,1.0003051571559354,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_gemini-3-pro-preview_mpi_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_gemini-3-pro-preview_mpi_r3
nbody_gemini-3-pro-preview_mpi_r4,nbody,gemini-3-pro-preview,mpi,4,missing_rank_aggregation;rank_local_timing,true,true,9798.0,9771.0,0.9972443355786895,20.80971105583012,2.1297422020090186,1.0020475020475021,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_gemini-3-pro-preview_mpi_r4,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_gemini-3-pro-preview_mpi_r4
nbody_gemini-3-pro-preview_mpi_r5,nbody,gemini-3-pro-preview,mpi,5,missing_rank_aggregation;rank_local_timing,true,true,9817.0,9821.0,1.0004074564530916,20.76047774683684,2.113886340172777,1.0017332789559543,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_gemini-3-pro-preview_mpi_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_gemini-3-pro-preview_mpi_r5
nbody_gpt-4.1_hybrid_r5,nbody,gpt-4.1,hybrid,5,missing_rank_aggregation;rank_local_timing;reported_value_mismatch,true,true,17686.0,17737.0,1.0028836367748502,21.161402224563062,1.1930654690513087,1.0003383140682267,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_gpt-4.1_hybrid_r5,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_gpt-4.1_hybrid_r5
nbody_gpt-4.1_mpi_r2,nbody,gpt-4.1,mpi,2,missing_rank_aggregation;rank_local_timing,true,true,12555.0,12753.0,1.0157706093189964,23.727201584726572,1.8605192178096583,1.00416273955388,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_gpt-4.1_mpi_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_gpt-4.1_mpi_r2
nbody_gpt-4.1_mpi_r3,nbody,gpt-4.1,mpi,3,missing_rank_aggregation;rank_local_timing,true,true,9814.0,9838.0,1.0024454860403504,20.96108980011195,2.130625106740389,1.0004066693777958,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_gpt-4.1_mpi_r3,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_gpt-4.1_mpi_r3
nbody_gpt-5-mini_hybrid_r1,nbody,gpt-5-mini,hybrid,1,missing_rank_aggregation;rank_local_timing,true,true,2022.0,2021.0,0.9995054401582592,6.38507395144552,3.1593636573208905,1.001982160555005,false,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_gpt-5-mini_hybrid_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_gpt-5-mini_hybrid_r1
nbody_gpt-5-mini_hybrid_r2,nbody,gpt-5-mini,hybrid,2,missing_start_synchronization;missing_rank_aggregation;rank_local_timing,true,true,1999.0,1996.0,0.9984992496248124,6.335039627738297,3.1738675489670825,1.0025075225677031,false,9,9,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_gpt-5-mini_hybrid_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_gpt-5-mini_hybrid_r2
nbody_gpt-5-mini_mpi_r1,nbody,gpt-5-mini,mpi,1,rank_local_timing;missing_start_synchronization,true,true,9894.0,9909.0,1.001516070345664,20.81168733816594,2.100281293588247,1.0023232323232323,false,6,6,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_gpt-5-mini_mpi_r1,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_gpt-5-mini_mpi_r1
nbody_gpt-5-mini_mpi_r2,nbody,gpt-5-mini,mpi,2,missing_rank_aggregation;rank_local_timing,true,true,5954.0,5962.0,1.0013436345314075,17.104265461675823,2.8688804866950393,1.0011752854264606,false,7,7,0,https://github.com/PeterTh/llm-eval-generated/tree/e8d10c43d7fcdca42862537b0eb7d0d5fab6da66/20260215-162417/nbody_gpt-5-mini_mpi_r2,https://github.com/PeterTh/llm-eval-generated/tree/e897bbe48e877ecbd8873ee1c666b6f394c0344b/20260215-162417/nbody_gpt-5-mini_mpi_r2
